business_id,date,description,score,postal_code
4685,2013-10-16,Moderate risk food holding temperature,94,94132
4685,2014-04-10,Unclean unmaintained or improperly constructed toilet facilities,92,94132
4685,2014-04-10,Moderate risk food holding temperature,92,94132
4686,2014-06-18,Inadequate and inaccessible handwashing facilities,96,94132
4686,2015-03-31,Moderate risk food holding temperature,92,94132
4686,2013-12-17,Unapproved or unmaintained equipment or utensils,85,94132
4694,2016-06-06,Moderate risk vermin infestation,92,94115
4700,2014-06-09,Moderate risk food holding temperature,92,94115
4700,2014-06-09,Unapproved or unmaintained equipment or utensils,92,94115
4702,2014-08-26,Inadequate warewashing facilities or equipment,96,94114
4703,2014-08-13,Moderate risk food holding temperature,88,94123
4703,2014-08-13,Unapproved or unmaintained equipment or utensils,88,94123
4703,2015-05-15,Unapproved or unmaintained equipment or utensils,94,94123
4703,2013-12-20,Moderate risk vermin infestation,90,94123
4705,2016-03-16,No hot water or running water,83,94115
4705,2016-03-16,Moderate risk vermin infestation,83,94115
4706,2016-09-19,Moderate risk food holding temperature,81,94123
4706,2016-09-19,Inadequate warewashing facilities or equipment,81,94123
4706,2015-06-11,Unclean unmaintained or improperly constructed toilet facilities,94,94123
4706,2014-02-14,Inadequate and inaccessible handwashing facilities,96,94123
4708,2015-05-15,Moderate risk vermin infestation,86,94123
4708,2015-11-21,Moderate risk vermin infestation,94,94123
4708,2015-11-21,Unclean unmaintained or improperly constructed toilet facilities,94,94123
4894,2015-08-19,Moderate risk vermin infestation,94,94117
4716,2016-09-14,Moderate risk vermin infestation,92,94123
4716,2015-04-07,Unapproved or unmaintained equipment or utensils,88,94123
4716,2013-12-12,Unapproved or unmaintained equipment or utensils,94,94123
4718,2016-07-26,Moderate risk food holding temperature,92,94115
4718,2014-02-28,Inadequate warewashing facilities or equipment,94,94115
4732,2014-12-11,Unsanitary employee garments hair or nails,88,94109
4732,2014-12-11,Unapproved or unmaintained equipment or utensils,88,94109
4732,2014-08-20,Moderate risk food holding temperature,86,94109
4732,2014-08-20,Unapproved or unmaintained equipment or utensils,86,94109
4734,2014-06-16,Moderate risk food holding temperature,92,94123
4734,2015-02-04,Unapproved or unmaintained equipment or utensils,88,94123
4734,2015-02-04,Moderate risk food holding temperature,88,94123
4734,2015-02-04,Inadequate and inaccessible handwashing facilities,88,94123
4734,2013-11-04,Inadequate and inaccessible handwashing facilities,89,94123
4734,2016-05-28,Moderate risk food holding temperature,80,94123
4734,2016-05-28,Inadequate sewage or wastewater disposal,80,94123
4739,2015-04-14,Unclean or unsanitary food contact surfaces,82,94105
4739,2015-04-14,Moderate risk food holding temperature,82,94105
4746,2014-03-28,Unapproved or unmaintained equipment or utensils,91,94105
4753,2014-07-14,Moderate risk food holding temperature,92,94133
4754,2016-07-25,Moderate risk food holding temperature,86,94133
4754,2016-07-25,Inadequate and inaccessible handwashing facilities,86,94133
4754,2014-11-21,Inadequate and inaccessible handwashing facilities,88,94133
4754,2015-12-18,Inadequate and inaccessible handwashing facilities,88,94133
4762,2014-06-03,Unclean or unsanitary food contact surfaces,82,94133
4762,2013-10-21,Moderate risk vermin infestation,92,94133
4762,2016-04-18,Moderate risk vermin infestation,92,94133
4774,2016-08-23,Moderate risk vermin infestation,84,94107
4774,2014-05-06,Moderate risk food holding temperature,90,94107
4777,2016-08-24,Moderate risk vermin infestation,83,94107
4777,2014-05-06,Moderate risk food holding temperature,92,94107
4780,2014-09-29,Inadequate and inaccessible handwashing facilities,90,94103
4780,2014-09-29,Moderate risk food holding temperature,90,94103
4780,2014-02-19,Moderate risk food holding temperature,90,94103
4782,2016-08-18,Moderate risk food holding temperature,90,94107
4787,2016-06-28,Moderate risk vermin infestation,83,94103
4787,2016-06-28,Unclean or unsanitary food contact surfaces,83,94103
4789,2014-03-24,Moderate risk food holding temperature,90,94103
4789,2016-06-30,Moderate risk food holding temperature,88,94103
4797,2015-05-11,Moderate risk food holding temperature,88,94110
4797,2015-05-11,Inadequate and inaccessible handwashing facilities,88,94110
4797,2016-03-08,Inadequate and inaccessible handwashing facilities,92,94110
4797,2016-03-08,Unapproved or unmaintained equipment or utensils,92,94110
4798,2014-06-05,Moderate risk food holding temperature,90,94134
4798,2014-06-05,Inadequate sewage or wastewater disposal,90,94134
4798,2014-06-05,Unapproved or unmaintained equipment or utensils,90,94134
4798,2015-12-21,Unapproved or unmaintained equipment or utensils,85,94134
4800,2014-10-06,Unapproved or unmaintained equipment or utensils,98,94110
4803,2014-10-15,Moderate risk vermin infestation,81,94134
4803,2014-10-15,Moderate risk food holding temperature,81,94134
4803,2014-10-15,Unclean or unsanitary food contact surfaces,81,94134
4804,2015-11-13,Inadequate or unsanitary refuse containers or area or no garbage service,94,94134
4804,2016-06-27,Insufficient hot water or running water,85,94134
4806,2014-03-17,Moderate risk food holding temperature,96,94134
4806,2016-07-01,Inadequate warewashing facilities or equipment,92,94134
4817,2015-02-13,Unapproved or unmaintained equipment or utensils,92,94124
4817,2015-09-28,Moderate risk food holding temperature,90,94124
4817,2014-04-11,Inadequate warewashing facilities or equipment,92,94124
4828,2014-04-24,Moderate risk food holding temperature,86,94117
4828,2014-04-24,Insufficient hot water or running water,86,94117
4828,2014-04-24,Moderate risk vermin infestation,86,94117
4828,2014-04-24,Unapproved or unmaintained equipment or utensils,86,94117
4842,2014-06-23,Unapproved or unmaintained equipment or utensils,94,94116
4842,2015-05-27,Unapproved or unmaintained equipment or utensils,90,94116
4842,2013-12-11,Unapproved or unmaintained equipment or utensils,90,94116
4842,2016-06-21,Moderate risk food holding temperature,90,94116
4843,2016-08-04,No hot water or running water,93,94117
4843,2014-05-29,Moderate risk food holding temperature,90,94117
4843,2014-05-29,Unapproved or unmaintained equipment or utensils,90,94117
4843,2013-10-31,Unapproved or unmaintained equipment or utensils,90,94117
4846,2014-11-03,No hot water or running water,91,94116
4846,2014-05-13,Inadequate and inaccessible handwashing facilities,83,94116
4849,2014-11-07,Inadequate and inaccessible handwashing facilities,94,94112
4849,2015-06-24,Unclean unmaintained or improperly constructed toilet facilities,98,94112
4849,2016-03-31,Unapproved food source,84,94112
4849,2013-10-09,Unclean unmaintained or improperly constructed toilet facilities,96,94112
4859,2014-06-09,Unapproved or unmaintained equipment or utensils,96,94112
4859,2015-07-23,Insufficient hot water or running water,96,94112
4860,2014-07-02,Moderate risk food holding temperature,92,94132
4860,2013-12-11,Moderate risk food holding temperature,88,94132
4860,2016-05-27,Unapproved or unmaintained equipment or utensils,96,94132
4874,2014-10-29,Moderate risk food holding temperature,96,94110
4874,2016-05-02,Moderate risk food holding temperature,90,94110
4874,2016-05-02,Moderate risk vermin infestation,90,94110
4881,2015-01-20,Inadequate warewashing facilities or equipment,96,94110
4884,2015-01-27,Inadequate and inaccessible handwashing facilities,92,94110
4892,2015-03-16,Moderate risk vermin infestation,92,94117
4893,2016-05-18,Moderate risk vermin infestation,90,94102
4893,2016-05-18,Moderate risk food holding temperature,90,94102
4893,2016-05-18,Unapproved or unmaintained equipment or utensils,90,94102
4894,2014-09-24,Unclean unmaintained or improperly constructed toilet facilities,96,94117
4894,2014-09-24,Unapproved or unmaintained equipment or utensils,96,94117
4900,2015-08-24,Moderate risk vermin infestation,92,94117
4900,2015-08-24,Inadequate warewashing facilities or equipment,92,94117
4905,2016-09-26,Unapproved or unmaintained equipment or utensils,96,94102
4906,2014-01-29,Unclean unmaintained or improperly constructed toilet facilities,98,94103
4907,2014-03-24,Unsanitary employee garments hair or nails,82,94103
4907,2014-03-24,Moderate risk vermin infestation,82,94103
4907,2014-03-24,Inadequate and inaccessible handwashing facilities,82,94103
4914,2016-03-23,Unapproved or unmaintained equipment or utensils,92,94110
4917,2014-07-14,Unapproved or unmaintained equipment or utensils,90,94110
4922,2015-11-09,Unapproved or unmaintained equipment or utensils,94,94110
4922,2016-05-19,Moderate risk vermin infestation,92,94110
4923,2014-06-17,Unapproved or unmaintained equipment or utensils,92,94103
4923,2015-02-09,Unapproved or unmaintained equipment or utensils,89,94103
4923,2013-11-06,Unclean or unsanitary food contact surfaces,85,94103
4923,2013-11-06,Inadequate warewashing facilities or equipment,85,94103
4932,2016-06-07,Inadequate and inaccessible handwashing facilities,85,94108
4935,2014-12-03,Moderate risk food holding temperature,89,94109
4935,2016-03-01,Unclean or unsanitary food contact surfaces,80,94109
4935,2016-03-01,Moderate risk vermin infestation,80,94109
4944,2015-03-17,Unapproved or unmaintained equipment or utensils,98,94116
4944,2014-02-21,Inadequate and inaccessible handwashing facilities,89,94116
4944,2014-02-21,No hot water or running water,89,94116
4944,2016-06-22,Inadequate and inaccessible handwashing facilities,96,94116
4952,2015-02-04,Moderate risk food holding temperature,96,94112
4952,2015-08-24,Moderate risk vermin infestation,96,94112
4957,2015-07-08,Moderate risk food holding temperature,88,94123
4959,2015-04-01,Moderate risk vermin infestation,92,94110
4959,2014-04-21,Unapproved or unmaintained equipment or utensils,94,94110
4960,2016-10-03,Inadequate and inaccessible handwashing facilities,89,94122
4960,2013-12-03,Unapproved or unmaintained equipment or utensils,81,94122
4963,2014-06-10,Inadequate and inaccessible handwashing facilities,81,94118
4963,2015-06-12,Inadequate and inaccessible handwashing facilities,80,94118
4963,2015-06-12,Moderate risk food holding temperature,80,94118
4963,2015-06-12,Unapproved or unmaintained equipment or utensils,80,94118
4978,2014-08-26,Moderate risk food holding temperature,94,94114
4978,2016-03-07,Moderate risk food holding temperature,92,94114
4978,2014-02-04,Unapproved or unmaintained equipment or utensils,94,94114
4982,2014-06-06,Moderate risk food holding temperature,90,94109
4982,2013-11-13,Inadequate and inaccessible handwashing facilities,94,94109
4983,2014-09-09,Moderate risk food holding temperature,92,94102
4983,2015-09-16,Insufficient hot water or running water,86,94102
4985,2013-10-30,Unapproved or unmaintained equipment or utensils,98,94108
4985,2014-04-17,Unclean or unsanitary food contact surfaces,93,94108
4986,2014-07-09,Moderate risk food holding temperature,88,94116
4986,2016-03-14,Inadequate or unsanitary refuse containers or area or no garbage service,82,94116
4986,2016-03-14,Moderate risk food holding temperature,82,94116
4986,2014-01-23,Moderate risk food holding temperature,89,94116
4986,2014-01-23,Unclean or unsanitary food contact surfaces,89,94116
4987,2015-05-21,Inadequate and inaccessible handwashing facilities,92,94114
4987,2014-03-31,Unapproved or unmaintained equipment or utensils,90,94114
5006,2015-05-04,Moderate risk food holding temperature,92,94110
5006,2013-12-30,Inadequate and inaccessible handwashing facilities,96,94110
5010,2016-10-04,Unclean or unsanitary food contact surfaces,86,94103
5010,2016-03-31,Inadequate and inaccessible handwashing facilities,92,94103
5011,2016-09-02,Inadequate and inaccessible handwashing facilities,92,94103
5011,2016-09-02,Inadequate warewashing facilities or equipment,92,94103
5011,2014-12-30,Insufficient hot water or running water,89,94103
5011,2016-03-01,No hot water or running water,87,94103
5011,2013-12-23,Inadequate warewashing facilities or equipment,92,94103
5016,2015-04-08,No hot water or running water,80,94133
5016,2015-04-08,Sewage or wastewater contamination,80,94133
5016,2014-03-11,Inadequate and inaccessible handwashing facilities,90,94133
5016,2014-03-11,Moderate risk food holding temperature,90,94133
5016,2016-06-14,Inadequate and inaccessible handwashing facilities,90,94133
5016,2016-06-14,Inadequate warewashing facilities or equipment,90,94133
5017,2016-07-14,Unclean or unsanitary food contact surfaces,80,94109
5017,2014-06-25,Moderate risk vermin infestation,86,94109
5017,2014-06-25,Moderate risk food holding temperature,86,94109
5017,2013-12-10,Moderate risk vermin infestation,92,94109
5019,2014-07-30,Unclean unmaintained or improperly constructed toilet facilities,96,94103
5019,2013-10-18,Unclean or unsanitary food contact surfaces,91,94103
5019,2013-10-18,Inadequate or unsanitary refuse containers or area or no garbage service,91,94103
5025,2016-08-04,Moderate risk food holding temperature,92,94110
5025,2015-08-21,Moderate risk food holding temperature,96,94110
5032,2016-09-23,Unapproved or unmaintained equipment or utensils,96,94110
5033,2015-03-06,Moderate risk vermin infestation,96,94131
5033,2016-04-14,Unapproved or unmaintained equipment or utensils,94,94131
5033,2014-02-26,Moderate risk food holding temperature,92,94131
5038,2013-10-07,Inadequate warewashing facilities or equipment,98,94123
5038,2014-04-16,Moderate risk vermin infestation,94,94123
5039,2016-03-29,Unclean or unsanitary food contact surfaces,87,94123
5068,2014-03-28,Unapproved or unmaintained equipment or utensils,85,94105
5071,2014-10-23,Moderate risk food holding temperature,96,94132
5071,2016-03-22,Inadequate and inaccessible handwashing facilities,84,94132
5071,2016-03-22,Moderate risk food holding temperature,84,94132
5074,2014-10-07,Moderate risk food holding temperature,94,94132
5074,2013-12-10,Moderate risk food holding temperature,90,94132
